,SK_ID_CURR
180998,310759
180999,310760
181000,310761
181001,310762
181002,310765
181003,310766
181004,310767
181005,310768
181006,310770
181007,310772
181008,310773
181009,310774
181010,310776
181011,310777
181012,310778
181013,310780
181014,310782
181015,310783
181016,310785
181017,310786
181018,310787
181019,310788
181020,310789
181021,310790
181022,310791
181023,310792
181024,310795
181025,310796
181026,310797
181027,310798
181028,310799
181029,310800
181030,310801
181031,310802
181032,310803
181033,310804
181034,310805
181035,310806
181036,310807
181037,310808
181038,310809
181039,310810
181040,310811
181041,310812
181042,310813
181043,310814
181044,310815
181045,310817
181046,310818
181047,310819
181048,310820
181049,310821
181050,310822
181051,310824
181052,310825
181053,310826
181054,310827
181055,310828
181056,310829
181057,310830
181058,310831
181059,310832
181060,310833
181061,310834
181062,310835
181063,310836
181064,310838
181065,310839
181066,310840
181067,310841
181068,310842
181069,310843
181070,310844
181071,310845
181072,310846
181073,310847
181074,310848
181075,310849
181076,310850
181077,310851
181078,310852
181079,310853
181080,310854
181081,310855
181082,310857
181083,310858
181084,310859
181085,310860
181086,310861
181087,310863
181088,310864
181089,310867
181090,310868
181091,310869
181092,310870
181093,310871
181094,310873
181095,310874
181096,310875
181097,310876
181098,310878
181099,310880
181100,310881
181101,310882
181102,310885
181103,310886
181104,310887
181105,310888
181106,310889
181107,310890
181108,310891
181109,310892
181110,310893
181111,310894
181112,310895
181113,310896
181114,310897
181115,310898
181116,310899
181117,310900
181118,310901
181119,310902
181120,310903
181121,310904
181122,310905
181123,310906
181124,310907
181125,310909
181126,310910
181127,310911
181128,310912
181129,310913
181130,310914
181131,310915
181132,310916
181133,310917
181134,310918
181135,310919
181136,310920
181137,310921
181138,310922
181139,310923
181140,310924
181141,310925
181142,310926
181143,310927
181144,310929
181145,310930
181146,310931
181147,310932
181148,310933
181149,310934
181150,310936
181151,310938
181152,310939
181153,310940
181154,310941
181155,310942
181156,310943
181157,310944
181158,310945
181159,310946
181160,310947
181161,310948
181162,310949
181163,310950
181164,310951
181165,310952
181166,310953
181167,310955
181168,310956
181169,310957
181170,310958
181171,310959
181172,310960
181173,310961
181174,310962
181175,310963
181176,310965
181177,310966
181178,310967
181179,310968
181180,310969
181181,310970
181182,310973
181183,310974
181184,310975
181185,310976
181186,310977
181187,310978
181188,310979
181189,310980
181190,310981
181191,310982
181192,310984
181193,310985
181194,310986
181195,310987
181196,310989
181197,310990
181198,310991
181199,310992
181200,310993
181201,310995
181202,310996
181203,310997
181204,310998
181205,310999
181206,311000
181207,311001
181208,311002
181209,311004
181210,311005
181211,311006
181212,311007
181213,311008
181214,311009
181215,311010
181216,311011
181217,311012
181218,311013
181219,311014
181220,311015
181221,311016
181222,311017
181223,311018
181224,311019
181225,311021
181226,311022
181227,311023
181228,311025
181229,311026
181230,311027
181231,311028
181232,311029
181233,311030
181234,311031
181235,311032
181236,311033
181237,311034
181238,311035
181239,311036
181240,311038
181241,311039
181242,311040
181243,311041
181244,311042
181245,311043
181246,311044
181247,311045
181248,311046
181249,311047
181250,311048
181251,311049
181252,311050
181253,311051
181254,311052
181255,311053
181256,311054
181257,311055
181258,311056
181259,311057
181260,311058
181261,311059
181262,311060
181263,311061
181264,311062
181265,311063
181266,311065
181267,311066
181268,311067
181269,311068
181270,311069
181271,311071
181272,311072
181273,311073
181274,311074
181275,311075
181276,311076
181277,311077
181278,311078
181279,311079
181280,311080
181281,311081
181282,311082
181283,311083
181284,311084
181285,311085
181286,311088
181287,311089
181288,311090
181289,311091
181290,311092
181291,311093
181292,311094
181293,311095
181294,311096
181295,311097
181296,311098
181297,311099
181298,311100
181299,311101
181300,311102
181301,311103
181302,311104
181303,311105
181304,311106
181305,311107
181306,311109
181307,311111
181308,311112
181309,311113
181310,311114
181311,311118
181312,311119
181313,311120
181314,311121
181315,311122
181316,311123
181317,311124
181318,311125
181319,311126
181320,311127
181321,311129
181322,311130
181323,311131
181324,311132
181325,311133
181326,311134
181327,311135
181328,311137
181329,311138
181330,311139
181331,311140
181332,311141
181333,311142
181334,311143
181335,311144
181336,311145
181337,311147
181338,311148
181339,311149
181340,311150
181341,311151
181342,311152
181343,311153
181344,311154
181345,311156
181346,311158
181347,311160
181348,311161
181349,311162
181350,311163
181351,311164
181352,311165
181353,311166
181354,311167
181355,311168
181356,311169
181357,311171
181358,311172
181359,311173
181360,311174
181361,311175
181362,311176
181363,311177
181364,311178
181365,311179
181366,311180
181367,311181
181368,311182
181369,311183
181370,311185
181371,311186
181372,311187
181373,311188
181374,311189
181375,311190
181376,311191
181377,311192
181378,311193
181379,311194
181380,311195
181381,311196
181382,311197
181383,311198
181384,311200
181385,311201
181386,311202
181387,311203
181388,311204
181389,311205
181390,311206
181391,311207
181392,311210
181393,311211
181394,311212
181395,311213
181396,311214
181397,311215
181398,311216
181399,311217
181400,311218
181401,311219
181402,311221
181403,311222
181404,311223
181405,311224
181406,311225
181407,311226
181408,311227
181409,311228
181410,311229
181411,311231
181412,311232
181413,311234
181414,311235
181415,311236
181416,311237
181417,311238
181418,311239
181419,311240
181420,311242
181421,311243
181422,311244
181423,311245
181424,311246
181425,311247
181426,311248
181427,311249
181428,311250
181429,311251
181430,311252
181431,311253
181432,311254
181433,311255
181434,311256
181435,311257
181436,311258
181437,311259
181438,311260
181439,311263
181440,311264
181441,311265
181442,311266
181443,311267
181444,311269
181445,311270
181446,311271
181447,311272
181448,311273
181449,311274
181450,311275
181451,311276
181452,311278
181453,311279
181454,311280
181455,311281
181456,311282
181457,311283
181458,311284
181459,311285
181460,311286
181461,311287
181462,311288
181463,311289
181464,311290
181465,311291
181466,311292
181467,311293
181468,311294
181469,311295
181470,311297
181471,311299
181472,311300
181473,311301
181474,311302
181475,311303
181476,311304
181477,311305
181478,311306
181479,311307
181480,311308
181481,311309
181482,311311
181483,311312
181484,311314
181485,311315
181486,311317
181487,311318
181488,311319
181489,311320
181490,311321
181491,311322
181492,311323
181493,311325
181494,311326
181495,311328
181496,311329
181497,311330
181498,311332
181499,311333
181500,311334
181501,311336
181502,311337
181503,311338
181504,311339
181505,311340
181506,311341
181507,311342
181508,311344
181509,311345
181510,311347
181511,311348
181512,311349
181513,311350
181514,311352
181515,311353
181516,311354
181517,311355
181518,311356
181519,311359
181520,311360
181521,311361
181522,311362
181523,311363
181524,311364
181525,311366
181526,311367
181527,311368
181528,311369
181529,311371
181530,311372
181531,311373
181532,311374
181533,311375
181534,311377
181535,311378
181536,311379
181537,311381
181538,311382
181539,311383
181540,311384
181541,311385
181542,311386
181543,311387
181544,311388
181545,311389
181546,311390
181547,311391
181548,311392
181549,311394
181550,311395
181551,311396
181552,311397
181553,311398
181554,311400
181555,311401
181556,311402
181557,311403
181558,311405
181559,311406
181560,311407
181561,311408
181562,311410
181563,311411
181564,311412
181565,311413
181566,311414
181567,311415
181568,311416
181569,311417
181570,311418
181571,311419
181572,311420
181573,311421
181574,311422
181575,311423
181576,311424
181577,311426
181578,311427
181579,311428
181580,311429
181581,311430
181582,311431
181583,311432
181584,311433
181585,311434
181586,311435
181587,311437
181588,311438
181589,311439
181590,311440
181591,311441
181592,311442
181593,311443
181594,311444
181595,311445
181596,311446
181597,311447
181598,311448
181599,311449
181600,311450
181601,311451
181602,311452
181603,311453
181604,311454
181605,311456
181606,311457
181607,311458
181608,311460
181609,311461
181610,311462
181611,311463
181612,311464
181613,311465
181614,311466
181615,311467
181616,311468
181617,311469
181618,311470
181619,311471
181620,311472
181621,311473
181622,311474
181623,311476
181624,311477
181625,311478
181626,311479
181627,311480
181628,311481
181629,311482
181630,311483
181631,311484
181632,311485
181633,311486
181634,311487
181635,311488
181636,311489
181637,311490
181638,311491
181639,311492
181640,311493
181641,311494
181642,311495
181643,311496
181644,311497
181645,311498
181646,311500
181647,311501
181648,311502
181649,311503
181650,311504
181651,311505
181652,311506
181653,311507
181654,311508
181655,311510
181656,311511
181657,311512
181658,311513
181659,311514
181660,311515
181661,311516
181662,311517
181663,311519
181664,311520
181665,311521
181666,311522
181667,311523
181668,311524
181669,311525
181670,311526
181671,311527
181672,311528
181673,311529
181674,311530
181675,311531
181676,311532
181677,311533
181678,311534
181679,311537
181680,311538
181681,311539
181682,311541
181683,311543
181684,311544
181685,311545
181686,311546
181687,311547
181688,311548
181689,311549
181690,311550
181691,311551
181692,311553
181693,311554
181694,311555
181695,311556
181696,311557
181697,311558
181698,311559
181699,311560
181700,311561
181701,311563
181702,311564
181703,311565
181704,311566
181705,311567
181706,311568
181707,311569
181708,311570
181709,311571
181710,311572
181711,311573
181712,311574
181713,311575
181714,311576
181715,311577
181716,311578
181717,311579
181718,311581
181719,311582
181720,311584
181721,311585
181722,311586
181723,311587
181724,311589
181725,311590
181726,311591
181727,311592
181728,311593
181729,311594
181730,311596
181731,311597
181732,311598
181733,311599
181734,311600
181735,311602
181736,311603
181737,311604
181738,311606
181739,311607
181740,311608
181741,311610
181742,311611
181743,311613
181744,311614
181745,311615
181746,311616
181747,311617
181748,311618
181749,311619
181750,311620
181751,311622
181752,311624
181753,311626
181754,311627
181755,311628
181756,311629
181757,311630
181758,311631
181759,311632
181760,311633
181761,311634
181762,311635
181763,311638
181764,311639
181765,311640
181766,311641
181767,311643
181768,311644
181769,311645
181770,311647
181771,311649
181772,311650
181773,311651
181774,311652
181775,311653
181776,311655
181777,311656
181778,311657
181779,311658
181780,311659
181781,311660
181782,311661
181783,311662
181784,311664
181785,311665
181786,311666
181787,311667
181788,311668
181789,311669
181790,311670
181791,311671
181792,311672
181793,311673
181794,311674
181795,311675
181796,311677
181797,311678
181798,311680
181799,311681
181800,311682
181801,311684
181802,311686
181803,311687
181804,311688
181805,311689
181806,311690
181807,311692
181808,311693
181809,311694
181810,311696
181811,311697
181812,311698
181813,311699
181814,311701
181815,311702
181816,311703
181817,311704
181818,311705
181819,311706
181820,311707
181821,311708
181822,311709
181823,311711
181824,311712
181825,311713
181826,311715
181827,311717
181828,311718
181829,311719
181830,311720
181831,311721
181832,311722
181833,311723
181834,311724
181835,311726
181836,311729
181837,311730
181838,311731
181839,311732
181840,311733
181841,311734
181842,311735
181843,311736
181844,311739
181845,311740
181846,311741
181847,311742
181848,311744
181849,311745
181850,311748
181851,311749
181852,311750
181853,311751
181854,311752
181855,311753
181856,311754
181857,311755
181858,311756
181859,311757
181860,311758
181861,311759
181862,311760
181863,311762
181864,311763
181865,311764
181866,311766
181867,311767
181868,311768
181869,311769
181870,311770
181871,311771
181872,311772
181873,311774
181874,311775
181875,311777
181876,311778
181877,311779
181878,311780
181879,311781
181880,311782
181881,311783
181882,311784
181883,311785
181884,311787
181885,311788
181886,311789
181887,311790
181888,311791
181889,311792
181890,311793
181891,311794
181892,311795
181893,311796
181894,311797
181895,311798
181896,311799
181897,311800
181898,311802
181899,311803
181900,311804
181901,311805
181902,311806
181903,311807
181904,311808
181905,311809
181906,311810
181907,311811
181908,311812
181909,311813
181910,311814
181911,311815
181912,311816
181913,311817
181914,311818
181915,311819
181916,311821
181917,311823
181918,311824
181919,311825
181920,311826
181921,311827
181922,311828
181923,311830
181924,311831
181925,311832
181926,311833
181927,311834
181928,311836
181929,311837
181930,311838
181931,311839
181932,311840
181933,311841
181934,311842
181935,311843
181936,311844
181937,311845
181938,311847
181939,311848
181940,311849
181941,311850
181942,311852
181943,311853
181944,311855
181945,311856
181946,311857
181947,311858
181948,311859
181949,311861
181950,311862
181951,311863
181952,311864
181953,311865
181954,311866
181955,311867
181956,311868
181957,311869
181958,311870
181959,311871
181960,311873
181961,311874
181962,311876
181963,311877
181964,311878
181965,311879
181966,311880
181967,311881
181968,311882
181969,311883
181970,311884
181971,311885
181972,311887
181973,311889
181974,311890
181975,311891
181976,311892
181977,311893
181978,311894
181979,311895
181980,311896
181981,311897
181982,311898
181983,311899
181984,311900
181985,311901
181986,311902
181987,311903
181988,311904
181989,311905
181990,311906
181991,311907
181992,311908
181993,311909
181994,311910
181995,311911
181996,311912
181997,311913
181998,311914
181999,311915
182000,311917
182001,311918
182002,311919
182003,311920
182004,311921
182005,311922
182006,311923
182007,311924
182008,311925
182009,311926
182010,311927
182011,311929
182012,311930
182013,311932
182014,311935
182015,311936
182016,311937
182017,311938
182018,311939
182019,311940
182020,311941
182021,311942
182022,311943
182023,311944
182024,311945
182025,311946
182026,311947
182027,311951
182028,311953
182029,311955
182030,311956
182031,311957
182032,311958
182033,311959
182034,311960
182035,311961
182036,311963
182037,311964
182038,311966
182039,311967
182040,311969
182041,311970
182042,311971
182043,311972
182044,311973
182045,311974
182046,311975
182047,311978
182048,311980
182049,311981
182050,311982
182051,311984
182052,311985
182053,311986
182054,311987
182055,311988
182056,311990
182057,311991
182058,311992
182059,311993
182060,311994
182061,311995
182062,311997
182063,311998
182064,312000
182065,312001
182066,312002
182067,312003
182068,312004
182069,312005
182070,312006
182071,312008
182072,312009
182073,312010
182074,312011
182075,312012
182076,312013
182077,312014
182078,312015
182079,312016
182080,312017
182081,312018
182082,312019
182083,312020
182084,312021
182085,312024
182086,312025
182087,312026
182088,312027
182089,312028
182090,312029
182091,312030
182092,312032
182093,312033
182094,312035
182095,312036
182096,312037
182097,312038
182098,312039
182099,312040
182100,312041
182101,312043
182102,312044
182103,312045
182104,312046
182105,312047
182106,312048
182107,312050
182108,312051
182109,312052
182110,312053
182111,312054
182112,312055
182113,312056
182114,312057
182115,312058
182116,312059
182117,312060
182118,312061
182119,312062
182120,312063
182121,312064
182122,312065
182123,312066
182124,312067
182125,312068
182126,312069
182127,312070
182128,312071
182129,312072
182130,312073
182131,312074
182132,312075
182133,312076
182134,312078
182135,312079
182136,312080
182137,312081
182138,312082
182139,312083
182140,312084
182141,312085
182142,312086
182143,312087
182144,312089
182145,312090
182146,312092
182147,312093
182148,312094
182149,312095
182150,312096
182151,312097
182152,312098
182153,312099
182154,312100
182155,312101
182156,312102
182157,312103
182158,312104
182159,312105
182160,312106
182161,312107
182162,312108
182163,312109
182164,312110
182165,312111
182166,312112
182167,312113
182168,312116
182169,312118
182170,312120
182171,312121
182172,312122
182173,312123
182174,312124
182175,312125
182176,312128
182177,312129
182178,312130
182179,312131
182180,312132
182181,312133
182182,312135
182183,312136
182184,312137
182185,312138
182186,312139
182187,312140
182188,312141
182189,312142
182190,312143
182191,312144
182192,312145
182193,312146
182194,312147
182195,312148
182196,312149
182197,312150
182198,312151
182199,312152
182200,312153
182201,312154
182202,312155
182203,312156
182204,312157
182205,312158
182206,312159
182207,312160
182208,312161
182209,312162
182210,312163
182211,312165
182212,312166
182213,312167
182214,312168
182215,312169
182216,312170
182217,312171
182218,312172
182219,312173
182220,312174
182221,312175
182222,312177
182223,312179
182224,312180
182225,312181
182226,312182
182227,312183
182228,312187
182229,312188
182230,312189
182231,312190
182232,312192
182233,312193
182234,312194
182235,312195
182236,312196
182237,312198
182238,312199
182239,312200
182240,312201
182241,312202
182242,312203
182243,312204
182244,312205
182245,312206
182246,312207
182247,312208
182248,312209
182249,312210
182250,312211
182251,312212
182252,312214
182253,312215
182254,312216
182255,312217
182256,312218
182257,312219
182258,312220
182259,312221
182260,312222
182261,312227
182262,312228
182263,312229
182264,312230
182265,312232
182266,312233
182267,312234
182268,312235
182269,312236
182270,312237
182271,312238
182272,312240
182273,312241
182274,312242
182275,312243
182276,312244
182277,312245
182278,312246
182279,312247
182280,312248
182281,312249
182282,312250
182283,312252
182284,312253
182285,312254
182286,312255
182287,312256
182288,312257
182289,312258
182290,312259
182291,312260
182292,312261
182293,312262
182294,312263
182295,312264
182296,312265
182297,312266
182298,312267
182299,312268
182300,312269
182301,312270
182302,312272
182303,312273
182304,312274
182305,312275
182306,312276
182307,312277
182308,312279
182309,312280
182310,312282
182311,312283
182312,312284
182313,312285
182314,312286
182315,312287
182316,312288
182317,312290
182318,312292
182319,312293
182320,312294
182321,312295
182322,312296
182323,312297
182324,312298
182325,312299
182326,312300
182327,312303
182328,312304
182329,312305
182330,312306
182331,312307
182332,312308
182333,312309
182334,312310
182335,312311
182336,312312
182337,312313
182338,312314
182339,312315
182340,312317
182341,312318
182342,312319
182343,312320
182344,312321
182345,312322
182346,312323
182347,312325
182348,312326
182349,312327
182350,312328
182351,312329
182352,312330
182353,312331
182354,312332
182355,312333
182356,312334
182357,312335
182358,312336
182359,312337
182360,312339
182361,312340
182362,312341
182363,312342
182364,312343
182365,312344
182366,312345
182367,312346
182368,312347
182369,312348
182370,312349
182371,312350
182372,312351
182373,312352
182374,312353
182375,312354
182376,312355
182377,312356
182378,312357
182379,312358
182380,312359
182381,312360
182382,312362
182383,312364
182384,312365
182385,312366
182386,312367
182387,312369
182388,312370
182389,312371
182390,312372
182391,312373
182392,312374
182393,312375
182394,312376
182395,312377
182396,312378
182397,312379
182398,312380
182399,312381
182400,312383
182401,312385
182402,312386
182403,312387
182404,312388
182405,312389
182406,312391
182407,312392
182408,312393
182409,312394
182410,312397
182411,312398
182412,312399
182413,312401
182414,312402
182415,312403
182416,312404
182417,312405
182418,312407
182419,312408
182420,312409
182421,312410
182422,312411
182423,312413
182424,312415
182425,312416
182426,312418
182427,312419
182428,312420
182429,312421
182430,312422
182431,312423
182432,312424
182433,312426
182434,312427
182435,312429
182436,312430
182437,312432
182438,312433
182439,312434
182440,312435
182441,312436
182442,312438
182443,312439
182444,312440
182445,312441
182446,312443
182447,312444
182448,312445
182449,312446
182450,312447
182451,312448
182452,312449
182453,312450
182454,312452
182455,312453
182456,312454
182457,312455
182458,312456
182459,312457
182460,312458
182461,312459
182462,312461
182463,312462
182464,312463
182465,312465
182466,312467
182467,312468
182468,312469
182469,312471
182470,312472
182471,312474
182472,312475
182473,312476
182474,312477
182475,312478
182476,312479
182477,312480
182478,312481
182479,312482
182480,312483
182481,312484
182482,312485
182483,312486
182484,312487
182485,312488
182486,312489
182487,312491
182488,312492
182489,312494
182490,312495
182491,312496
182492,312497
182493,312498
182494,312499
182495,312500
182496,312501
182497,312502
182498,312504
182499,312505
182500,312506
182501,312507
182502,312508
182503,312510
182504,312511
182505,312512
182506,312513
182507,312514
182508,312516
182509,312517
182510,312518
182511,312519
182512,312521
182513,312522
182514,312523
182515,312524
182516,312525
182517,312526
182518,312527
182519,312529
182520,312530
182521,312531
182522,312532
182523,312533
182524,312534
182525,312535
182526,312536
182527,312537
182528,312538
182529,312539
182530,312540
182531,312541
182532,312542
182533,312545
182534,312546
182535,312547
182536,312548
182537,312549
182538,312550
182539,312551
182540,312552
182541,312554
182542,312555
182543,312556
182544,312557
182545,312560
182546,312561
182547,312562
182548,312563
182549,312564
182550,312566
182551,312567
182552,312569
182553,312570
182554,312571
182555,312572
182556,312573
182557,312574
182558,312575
182559,312576
182560,312577
182561,312578
182562,312580
182563,312583
182564,312584
182565,312585
182566,312586
182567,312587
182568,312588
182569,312589
182570,312590
182571,312591
182572,312592
182573,312593
182574,312594
182575,312595
182576,312599
182577,312600
182578,312601
182579,312602
182580,312603
182581,312604
182582,312605
182583,312606
182584,312607
182585,312608
182586,312609
182587,312610
182588,312611
182589,312612
182590,312613
182591,312614
182592,312615
182593,312616
182594,312618
182595,312619
182596,312620
182597,312621
182598,312622
182599,312623
182600,312624
182601,312625
182602,312626
182603,312628
182604,312629
182605,312630
182606,312631
182607,312632
182608,312633
182609,312634
182610,312636
182611,312638
182612,312641
182613,312643
182614,312644
182615,312645
182616,312646
182617,312647
182618,312648
182619,312649
182620,312650
182621,312652
182622,312653
182623,312654
182624,312655
182625,312656
182626,312657
182627,312658
182628,312659
182629,312660
182630,312661
182631,312662
182632,312664
182633,312665
182634,312666
182635,312667
182636,312669
182637,312670
182638,312671
182639,312672
182640,312673
182641,312674
182642,312675
182643,312676
182644,312677
182645,312678
182646,312679
182647,312680
182648,312681
182649,312682
182650,312683
182651,312684
182652,312686
182653,312687
182654,312688
182655,312689
182656,312690
182657,312692
182658,312694
182659,312695
182660,312696
182661,312697
182662,312698
182663,312699
182664,312700
182665,312701
182666,312702
182667,312703
182668,312704
182669,312705
182670,312706
182671,312707
182672,312708
182673,312709
182674,312713
182675,312714
182676,312715
182677,312716
182678,312717
182679,312718
182680,312719
182681,312721
182682,312722
182683,312723
182684,312724
182685,312725
182686,312726
182687,312727
182688,312728
182689,312729
182690,312730
182691,312731
182692,312732
182693,312733
182694,312734
182695,312735
182696,312736
182697,312737
182698,312738
182699,312739
182700,312740
182701,312741
182702,312742
182703,312743
182704,312744
182705,312745
182706,312747
182707,312748
182708,312749
182709,312750
182710,312751
182711,312752
182712,312753
182713,312754
182714,312755
182715,312756
182716,312757
182717,312758
182718,312759
182719,312760
182720,312761
182721,312762
182722,312764
182723,312765
182724,312766
182725,312767
182726,312768
182727,312769
182728,312771
182729,312772
182730,312773
182731,312774
182732,312775
182733,312776
182734,312777
182735,312778
182736,312779
182737,312780
182738,312781
182739,312782
182740,312783
182741,312784
182742,312785
182743,312786
182744,312787
182745,312788
182746,312789
182747,312790
182748,312792
182749,312793
182750,312794
182751,312798
182752,312799
182753,312800
182754,312801
182755,312802
182756,312803
182757,312805
182758,312806
182759,312807
182760,312808
182761,312809
182762,312810
182763,312811
182764,312814
182765,312815
182766,312816
182767,312817
182768,312818
182769,312819
182770,312820
182771,312821
182772,312822
182773,312823
182774,312824
182775,312826
182776,312828
182777,312829
182778,312830
182779,312831
182780,312832
182781,312833
182782,312834
182783,312835
182784,312836
182785,312837
182786,312838
182787,312839
182788,312840
182789,312843
182790,312844
182791,312846
182792,312847
182793,312848
182794,312849
182795,312850
182796,312851
182797,312852
182798,312853
182799,312854
182800,312855
182801,312857
182802,312858
182803,312859
182804,312860
182805,312861
182806,312862
182807,312863
182808,312864
182809,312865
182810,312867
182811,312868
182812,312869
182813,312871
182814,312872
182815,312873
182816,312874
182817,312875
182818,312876
182819,312877
182820,312878
182821,312880
182822,312881
182823,312882
182824,312883
182825,312884
182826,312885
182827,312886
182828,312887
182829,312888
182830,312889
182831,312890
182832,312891
182833,312892
182834,312893
182835,312894
182836,312896
182837,312897
182838,312898
182839,312899
182840,312900
182841,312902
182842,312903
182843,312904
182844,312905
182845,312906
182846,312907
182847,312908
182848,312911
182849,312912
182850,312913
182851,312914
182852,312915
182853,312917
182854,312918
182855,312919
182856,312920
182857,312921
182858,312922
182859,312923
182860,312924
182861,312925
182862,312927
182863,312928
182864,312929
182865,312930
182866,312931
182867,312932
182868,312933
182869,312934
182870,312935
182871,312936
182872,312937
182873,312938
182874,312939
182875,312940
182876,312941
182877,312943
182878,312944
182879,312945
182880,312947
182881,312948
182882,312949
182883,312951
182884,312953
182885,312954
182886,312955
182887,312956
182888,312957
182889,312958
182890,312959
182891,312960
182892,312961
182893,312962
182894,312964
182895,312965
182896,312966
182897,312967
182898,312969
182899,312970
182900,312971
182901,312972
182902,312973
182903,312974
182904,312975
182905,312977
182906,312978
182907,312979
182908,312981
182909,312982
182910,312983
182911,312985
182912,312986
182913,312988
182914,312989
182915,312990
182916,312991
182917,312992
182918,312993
182919,312995
182920,312998
182921,312999
182922,313000
182923,313001
182924,313002
182925,313003
182926,313004
182927,313005
182928,313006
182929,313007
182930,313008
182931,313009
182932,313010
182933,313011
182934,313012
182935,313013
182936,313014
182937,313015
182938,313016
182939,313017
182940,313018
182941,313021
182942,313022
182943,313023
182944,313024
182945,313025
182946,313026
182947,313027
182948,313029
182949,313030
182950,313031
182951,313032
182952,313033
182953,313034
182954,313035
182955,313036
182956,313037
182957,313038
182958,313039
182959,313040
182960,313042
182961,313043
182962,313044
182963,313046
182964,313047
182965,313049
182966,313050
182967,313051
182968,313053
182969,313054
182970,313055
182971,313056
182972,313057
182973,313058
182974,313059
182975,313060
182976,313061
182977,313064
182978,313065
182979,313067
182980,313068
182981,313069
182982,313070
182983,313072
182984,313073
182985,313074
182986,313075
182987,313076
182988,313077
182989,313078
182990,313079
182991,313080
182992,313081
182993,313082
182994,313083
182995,313084
182996,313086
182997,313087
182998,313088
182999,313089
183000,313090
183001,313091
183002,313092
183003,313093
183004,313094
183005,313095
183006,313096
183007,313097
183008,313098
183009,313100
183010,313101
183011,313102
183012,313103
183013,313104
183014,313105
183015,313106
183016,313107
183017,313108
183018,313110
183019,313111
183020,313112
183021,313113
183022,313114
183023,313115
183024,313116
183025,313117
183026,313118
183027,313119
183028,313120
183029,313121
183030,313122
183031,313123
183032,313124
183033,313125
183034,313126
183035,313128
183036,313129
183037,313130
183038,313132
183039,313133
183040,313134
183041,313135
183042,313136
183043,313137
183044,313138
183045,313140
183046,313143
183047,313144
183048,313146
183049,313147
183050,313148
183051,313149
183052,313150
183053,313151
183054,313152
183055,313154
183056,313155
183057,313156
183058,313158
183059,313159
183060,313160
183061,313162
183062,313163
183063,313164
183064,313166
183065,313167
183066,313168
183067,313169
183068,313170
183069,313171
183070,313172
183071,313173
183072,313174
183073,313175
183074,313176
183075,313177
183076,313178
183077,313180
183078,313181
183079,313182
183080,313183
183081,313184
183082,313185
183083,313186
183084,313187
183085,313188
183086,313189
183087,313190
183088,313191
183089,313192
183090,313193
183091,313194
183092,313195
183093,313196
183094,313197
183095,313198
183096,313199
183097,313200
183098,313201
183099,313202
183100,313203
183101,313204
183102,313205
183103,313206
183104,313207
183105,313209
183106,313210
183107,313211
183108,313212
183109,313213
183110,313214
183111,313215
183112,313216
183113,313217
183114,313218
183115,313219
183116,313220
183117,313221
183118,313222
183119,313223
183120,313224
183121,313225
183122,313226
183123,313227
183124,313229
183125,313230
183126,313231
183127,313232
183128,313233
183129,313234
183130,313235
183131,313237
183132,313238
183133,313239
183134,313240
183135,313241
183136,313242
183137,313244
183138,313246
183139,313247
183140,313248
183141,313250
183142,313251
183143,313252
183144,313253
183145,313254
183146,313255
183147,313256
183148,313257
183149,313258
183150,313259
183151,313260
183152,313261
183153,313262
183154,313263
183155,313264
183156,313265
183157,313266
183158,313267
183159,313268
183160,313269
183161,313270
183162,313271
183163,313272
183164,313273
183165,313274
183166,313277
183167,313278
183168,313279
183169,313281
183170,313282
183171,313283
183172,313286
183173,313287
183174,313288
183175,313289
183176,313290
183177,313291
183178,313293
183179,313294
183180,313295
183181,313296
183182,313298
183183,313299
183184,313300
183185,313301
183186,313302
183187,313303
183188,313305
183189,313306
183190,313307
183191,313308
183192,313309
183193,313310
183194,313311
183195,313312
183196,313313
183197,313314
183198,313315
183199,313316
183200,313317
183201,313318
183202,313319
183203,313320
183204,313321
183205,313327
183206,313328
183207,313329
183208,313330
183209,313331
183210,313332
183211,313333
183212,313335
183213,313338
183214,313342
183215,313344
183216,313345
183217,313347
183218,313349
183219,313350
183220,313351
183221,313352
183222,313353
183223,313354
183224,313355
183225,313356
183226,313357
183227,313358
183228,313360
183229,313361
183230,313362
183231,313363
183232,313364
183233,313366
183234,313367
183235,313368
183236,313369
183237,313370
183238,313371
183239,313372
183240,313373
183241,313374
183242,313376
183243,313377
183244,313378
183245,313379
183246,313380
183247,313383
183248,313384
183249,313385
183250,313386
183251,313387
183252,313388
183253,313392
183254,313393
183255,313394
183256,313395
183257,313396
183258,313397
183259,313398
183260,313399
183261,313400
183262,313401
183263,313402
183264,313403
183265,313404
183266,313405
183267,313406
183268,313407
183269,313408
183270,313409
183271,313411
183272,313412
183273,313413
183274,313414
183275,313415
183276,313418
183277,313419
183278,313420
183279,313421
183280,313422
183281,313423
183282,313424
183283,313425
183284,313427
183285,313428
183286,313430
183287,313431
183288,313432
183289,313433
183290,313434
183291,313435
183292,313436
183293,313437
183294,313438
183295,313439
183296,313440
183297,313441
183298,313442
183299,313443
183300,313444
183301,313445
183302,313446
183303,313447
183304,313448
183305,313449
183306,313450
183307,313451
183308,313452
183309,313453
183310,313454
183311,313455
183312,313456
183313,313457
183314,313458
183315,313459
183316,313460
183317,313461
183318,313462
183319,313463
183320,313464
183321,313465
183322,313466
183323,313467
183324,313468
183325,313470
183326,313471
183327,313472
183328,313473
